family,N,runs,n_train,n_val,n_test,epochs,batch_size,learning_rate,mean_test_mae_eV_per_atom,std_test_mae_eV_per_atom,mean_train_mae_eV_per_atom,mean_val_best_l1,finetune_seed0_test_mae_eV_per_atom,zero_shot_mae_eV_per_atom,zero_shot_summary_path,gain_vs_zero_shot,gain_vs_finetune_seed0
nitride,50,5,45,5,242,50,16,0.0001,0.6914345625279978,0.016308222994666725,0.40399078671303057,0.70343416929245,0.16176314320230534,0.06954201496284854,reports/zero_shot/zero_shot_summary.csv,-0.6218925475651493,-0.5296714193256925
nitride,500,5,450,50,242,50,16,0.0001,0.3682740165490257,0.023305927781258735,0.1562328099789156,0.3511532638221979,0.11103363031105808,0.06954201496284854,reports/zero_shot/zero_shot_summary.csv,-0.2987320015861772,-0.25724038623796763
oxide,50,5,45,5,1484,50,16,0.0001,0.5560532795358512,0.05234908833632355,0.14304927869803377,0.6103737413883209,0.07005073417921368,0.03418360680813096,reports/zero_shot/zero_shot_summary.csv,-0.5218696727277202,-0.48600254535663745
oxide,500,5,450,50,1484,50,16,0.0001,0.2643359895387973,0.022803815863399742,0.1124093916094862,0.25905597731471064,0.04710622004661935,0.03418360680813096,reports/zero_shot/zero_shot_summary.csv,-0.23015238273066632,-0.21722976949217793
