number_id,namespace,family,experiment_type,metric_name,N,embedding_source,value,unit,source_file_path,source_locator,paper_visibility,interpretation_label,ambiguity_flag,ambiguity_note
CN_EA_FIXED_TEST_PRE_HEAD_LOGISTIC_AUC,reports/week4_embedding_analysis,shared,embedding_family_separation,logistic_regression_family_auc,,pre_head,0.9976108796863514,roc_auc,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=pre_head; metric_name=logistic_regression_family_auc,appendix_support,pre_head fixed-test logistic AUC,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_FIXED_TEST_LAST_ALIGNN_POOL_SILHOUETTE,reports/week4_embedding_analysis,shared,embedding_family_separation,silhouette_score,,last_alignn_pool,0.23924905439423452,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_alignn_pool; metric_name=silhouette_score,main_text,last_alignn_pool fixed-test silhouette,none,
CN_EA_FIXED_TEST_LAST_ALIGNN_POOL_DAVIES_BOULDIN,reports/week4_embedding_analysis,shared,embedding_family_separation,davies_bouldin_index,,last_alignn_pool,1.8289881053584107,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_alignn_pool; metric_name=davies_bouldin_index,main_text,last_alignn_pool fixed-test Davies-Bouldin index,none,
CN_EA_FIXED_TEST_LAST_ALIGNN_POOL_KNN_PURITY,reports/week4_embedding_analysis,shared,embedding_family_separation,knn_family_purity,,last_alignn_pool,0.9655465430668212,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_alignn_pool; metric_name=knn_family_purity,main_text,last_alignn_pool fixed-test kNN purity,none,
CN_EA_FIXED_TEST_LAST_ALIGNN_POOL_LOGISTIC_AUC,reports/week4_embedding_analysis,shared,embedding_family_separation,logistic_regression_family_auc,,last_alignn_pool,0.9993623443451917,roc_auc,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_alignn_pool; metric_name=logistic_regression_family_auc,main_text,last_alignn_pool fixed-test logistic AUC,none,
CN_EA_FIXED_TEST_LAST_GCN_POOL_SILHOUETTE,reports/week4_embedding_analysis,shared,embedding_family_separation,silhouette_score,,last_gcn_pool,0.1904993335658557,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_gcn_pool; metric_name=silhouette_score,appendix_support,last_gcn_pool fixed-test silhouette,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_FIXED_TEST_LAST_GCN_POOL_DAVIES_BOULDIN,reports/week4_embedding_analysis,shared,embedding_family_separation,davies_bouldin_index,,last_gcn_pool,1.6936503655060886,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_gcn_pool; metric_name=davies_bouldin_index,appendix_support,last_gcn_pool fixed-test Davies-Bouldin index,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_FIXED_TEST_LAST_GCN_POOL_KNN_PURITY,reports/week4_embedding_analysis,shared,embedding_family_separation,knn_family_purity,,last_gcn_pool,0.9577056778679026,dimensionless,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_gcn_pool; metric_name=knn_family_purity,appendix_support,last_gcn_pool fixed-test kNN purity,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_FIXED_TEST_LAST_GCN_POOL_LOGISTIC_AUC,reports/week4_embedding_analysis,shared,embedding_family_separation,logistic_regression_family_auc,,last_gcn_pool,0.9973324274353434,roc_auc,reports/week4_embedding_analysis/tables/family_separation_metrics.csv,dataset=fixed_test_set; metric_scope=overall_family_labels; embedding_source=last_gcn_pool; metric_name=logistic_regression_family_auc,appendix_support,last_gcn_pool fixed-test logistic AUC,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_PRE_HEAD_SPEARMAN_RHO,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation,,pre_head,0.4073794654707518,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=pre_head; statistic=spearman_correlation,appendix_support,pre_head spearman correlation,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_PRE_HEAD_SPEARMAN_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation_fdr_q,,pre_head,0.00012855857271415716,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=pre_head; statistic=spearman_correlation,appendix_support,pre_head spearman correlation FDR q-value,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_PRE_HEAD_HARD_EASY_MEAN_GAP,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance,,pre_head,0.9471743398604149,raw_embedding_distance,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=pre_head; statistic=hard_minus_easy_mean_distance,appendix_support,pre_head hard-minus-easy mean distance gap,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_PRE_HEAD_HARD_EASY_MEAN_GAP_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance_fdr_q,,pre_head,0.00017998200179982003,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=pre_head; statistic=hard_minus_easy_mean_distance,appendix_support,pre_head hard-minus-easy mean-gap FDR q-value,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_LAST_ALIGNN_POOL_SPEARMAN_RHO,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation,,last_alignn_pool,0.34276416031728496,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_alignn_pool; statistic=spearman_correlation,main_text,last_alignn_pool spearman correlation,none,
CN_EA_KNN5_LAST_ALIGNN_POOL_SPEARMAN_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation_fdr_q,,last_alignn_pool,0.00012855857271415716,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_alignn_pool; statistic=spearman_correlation,main_text,last_alignn_pool spearman correlation FDR q-value,none,
CN_EA_KNN5_LAST_ALIGNN_POOL_HARD_EASY_MEAN_GAP,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance,,last_alignn_pool,0.8167619384662306,raw_embedding_distance,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_alignn_pool; statistic=hard_minus_easy_mean_distance,main_text,last_alignn_pool hard-minus-easy mean distance gap,none,
CN_EA_KNN5_LAST_ALIGNN_POOL_HARD_EASY_MEAN_GAP_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance_fdr_q,,last_alignn_pool,0.00017998200179982003,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_alignn_pool; statistic=hard_minus_easy_mean_distance,main_text,last_alignn_pool hard-minus-easy mean-gap FDR q-value,none,
CN_EA_KNN5_LAST_GCN_POOL_SPEARMAN_RHO,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation,,last_gcn_pool,0.4073794654707518,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_gcn_pool; statistic=spearman_correlation,appendix_support,last_gcn_pool spearman correlation,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_LAST_GCN_POOL_SPEARMAN_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,spearman_correlation_fdr_q,,last_gcn_pool,0.00012855857271415716,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_gcn_pool; statistic=spearman_correlation,appendix_support,last_gcn_pool spearman correlation FDR q-value,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_LAST_GCN_POOL_HARD_EASY_MEAN_GAP,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance,,last_gcn_pool,0.9471743398604149,raw_embedding_distance,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_gcn_pool; statistic=hard_minus_easy_mean_distance,appendix_support,last_gcn_pool hard-minus-easy mean distance gap,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_EA_KNN5_LAST_GCN_POOL_HARD_EASY_MEAN_GAP_Q,reports/week4_embedding_analysis,shared,embedding_domain_shift,hard_minus_easy_mean_distance_fdr_q,,last_gcn_pool,0.00017998200179982003,dimensionless,reports/week4_embedding_analysis/tables/nitride_distance_error_stats.csv,distance_metric=oxide_knn5_mean_distance; embedding_source=last_gcn_pool; statistic=hard_minus_easy_mean_distance,appendix_support,last_gcn_pool hard-minus-easy mean-gap FDR q-value,partial_embedding_duplicate_with_conflict,"pre_head and last_gcn_pool match on the selected kNN5 domain-shift rows and on 3 of 4 fixed-test family-separation metrics, but logistic_regression_family_auc differs slightly; do not claim full numerical identity."
CN_S1_FT_RUN_COUNT,Results_Hyperparameter_Set_1,shared,canonical_namespace_coverage,fine_tuning_run_count,,,60,count,reports/Hyperparameter Set 1/Summaries/Finetuning/finetune_runs.csv,row_count,main_text,Set 1 fine-tune run count,none,
CN_S1_FS_RUN_COUNT,Results_Hyperparameter_Set_1,shared,canonical_namespace_coverage,from_scratch_run_count,,,20,count,reports/Hyperparameter Set 1/Summaries/From Scratch/fromscratch_runs.csv,row_count,main_text,Set 1 from-scratch run count,none,
