family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
nitride,10,1,50,1,0.03392165154218674,0.08263066216287288,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N10_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N10_seed1_training_curves.pdf
nitride,10,2,50,1,0.06397955864667892,0.09605327487946295,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N10_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N10_seed2_training_curves.pdf
nitride,50,0,50,1,0.15771538019180298,0.16176314320230534,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed0_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed0_training_curves.pdf
nitride,50,1,50,1,0.12945875525474548,0.160063459753436,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed1_training_curves.pdf
nitride,50,2,50,1,0.10149892419576645,0.1226664535039343,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N50_seed2_training_curves.pdf
nitride,100,0,50,1,0.2782733738422394,0.255990722909385,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed0_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed0_training_curves.pdf
nitride,100,1,50,49,0.18874546885490417,0.288266327455332,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed1_training_curves.pdf
nitride,100,2,50,39,0.14363500475883484,0.1683604518906021,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N100_seed2_training_curves.pdf
nitride,200,0,50,49,0.14584745466709137,0.14083734549551216,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed0_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed0_training_curves.pdf
nitride,200,1,50,46,0.08843855559825897,0.2507670267969986,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed1_training_curves.pdf
nitride,200,2,50,46,0.08733267709612846,0.134121102912059,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N200_seed2_training_curves.pdf
nitride,500,0,50,43,0.06797443330287933,0.11103363031105808,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed0_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed0_training_curves.pdf
nitride,500,1,50,50,0.0632313247770071,0.11399038155247604,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed1_training_curves.pdf
nitride,500,2,50,45,0.06508945859968662,0.10659293236965237,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N500_seed2_training_curves.pdf
nitride,1000,0,50,46,0.057828479047332494,0.09962329966562593,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed0_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed0_training_curves.pdf
nitride,1000,1,50,47,0.06330193898507527,0.09825397432927997,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed1_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed1_training_curves.pdf
nitride,1000,2,50,33,0.0661276283540896,0.10332520011319848,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed2_training_curves.png,/mnt/c/Users/lenovo/Desktop/res201-alignn-domain-shift/reports/week2/training_curves/nitride/nitride_N1000_seed2_training_curves.pdf
